text,text_clean
a hrefhttpswwwyoutubecomwatchvucklgxxqampta andaikan saja saya jago belajar tentang ekonomi kayak bocil itu,href andai saja jago ajar tentang ekonomi kayak bocil
betul sekali anak yg pintar,betul sekali anak pintar
wowo sudah kelihatan banget akinya padahal pak jk tua dari wowo tapi wajahnya tua banget wajah wowo,prabowo lihat banget aki bapak tua prabowo wajah tua banget wajah prabowo
bocil bocil sekolah ad aj lo d suruh siape ngomong gt bpk lo ap om lo,bocil bocil sekolah saja suruh siape omong bpk om
coba masing test iq,masing test iq
pola pikirr prabowo kalah sama anak sd sangat memalukan apa kata dunia,pola pikirr prabowo kalah sama anak sd sangat malu kata dunia
orang tuanya gak pernah ngajarin anaknya puter otak hidup mandiri tanpa jeratan dolarbrharusnya anak indonesia berfikir sepertj anak iran,tua tidak ajar anak puter otak hidup mandiri tanpa jerat dolarbrharusnya anak indonesia pikir sepertj anak iran
udah de ga usah cape ngejelasin ke diaotak nya ga nyampe,tidak capek ngejelasin diaotak tidak sampai
itu bocah anak buah cina yg memperbudak warga nkri,bocah anak buah cina budak warga nkri
ga maluu tuhseorang presiden harus di kuliahan bocil,tidak malu tuhseorang presiden harus kuliah bocil
anak sd aja paham wo,anak sd saja paham wo
prabowo tidak sadar kalo dirinya lg jadi bonekanya jokowi brhai prabowo jokowi itu licikquotnya manusia,prabowo tidak sadar diri boneka jokowi brhai prabowo jokowi licikquotnya manusia
anak ini lebih pintar dari presiden gondoruwo,anak lebih pintar presiden gondoruwo
halaaaaah percuma dek rakyat indonesia masih seneng aja kanplanga plongo doang ga jelas,halaaaaah percuma dek rakyat indonesia masih senang saja kanplanga plongo doang tidak jelas
emang presiden yg sekarang agak lain,memang presiden sekarang agak lain
pikun labil plinplan dan kolot tak ada obat menonjolnya cuma di omon,pikun labil plinplan kolot tak obat tonjol cuma omon
ambisi yang tak sesuai kemampuan,ambisi tak sesuai mampu
ha ha pak prabowo harusnya lebih pandai dari anak itu,ha ha bapak prabowo harus lebih pandai anak
bagus adik ini jadi presiden,bagus adik presiden
siwowo ga ada apanya dibanding anak sd oon banget sekelas presiden,siwowo tidak apa banding anak sd oon banget kelas presiden
anak ini mewakili orang desa ayo bangun orang waras,anak wakil desa ayo bangun waras
klo ambisi gak mengukur kapasitas diri,ambisi tidak ukur kapasitas diri
dolar naik doang saja sombong bangetnaik nya bulan sekali lagiparahx dolar itu kalo di buat investasi nabung di bankuang itu di buat makan selama bulan saja masih kurang banyak,dolar naik doang saja sombong bangetnaik bulan sekali lagiparahx dolar buat investasi nabung bankuang buat makan lama bulan saja masih kurang
gak heran saat debat saat pemilihan aja kyk gitu cara jawabnya,tidak heran saat debat saat pilih saja kayak cara jawab
presiden konoha tahun ini pekok,presiden konoha tahun kok
pleciden kamu ga makan mbg ya koq pinter sih,pleciden tidak makan mbak kok pintar
maluuu maluu,malu malu
tidak ada manusia yg sempurna,tidak manusia sempurna
iya dik tapi kenapa harus impor migas oke lah impor karena supply didalam negeri kurang kan bisa ditutup dengan ekspor barang kita yg lebih murah benar gak si dek brsekali lagi kenapa harus impor bukannya kalau bisa dibuat dalam negeri sendiri bisa menjadikan makin banyak ahli terampil dalam negeri ujungnya ekonomi indonesia meningkat didorong bertambahnya tenaga ahli dalam negeri coba dipikir pakai logika,dik kenapa harus impor migas impor supply dalam negeri kurang tutup ekspor barang lebih murah benar tidak dek brsekali kenapa harus impor bukan buat dalam negeri sendiri jadi makin ahli terampil dalam negeri ujung ekonomi indonesia tingkat dorong tambah tenaga ahli dalam negeri pikir pakai logika
paling benar pilih ahok sherly tjoanda,paling benar pilih ahok sherly tjoanda
paling mending pilih ahok sherly tjoanda,paling mending pilih ahok sherly tjoanda
generasi minyak jelantah dikasi jabatan tinggi,generasi minyak jelantah kasi jabat tinggi
semoga kamu kelak pd jamannya menjadi pemimpin yang amanah tdk seperti jaman sekarang ini,moga kelak jaman pimpin amanah tidak jaman sekarang
dengekeun woooo,dengekeun woooo
presiden gk punya otak asal ngomong itu anda prabowo,presiden tidak punya otak asal omong anda prabowo
komponen kendaraan roda maupun roda sdh mulai merambah naik oli mesin ban busidll,komponen kendara roda maupun roda mulai rambah naik oli mesin ban busidll
bukti negri avg iq,bukti negeri avg iq
moga krisis tak terulang,moga krisis tak ulang
semoga simbah prabowo denger ya dek,moga simbah prabowo dengar dek
prabowo suruh sekolah lagi biar diajarin anak sd iniyg hal kecil saja gk ngerti gmn dgn permasalahan yg besar,prabowo suruh sekolah biar ajar anak sd iniyg hal kecil saja tidak erti bagaimana masalah besar
presiden ngomong atas perintah dengkul bukan perintah akal sehatnya,presiden omong atas perintah dengkul bukan perintah akal sehat
percuma teriak teriak wong sing wowo pura pura buta pura pura tuli,percuma teriak teriak wong sing prabowo pura pura buta pura pura tuli
anak kecil aza taumasak presiden sekelas prabowo ngenyam pendidikan tinggi tidak tau tentang itupresiden terbodoh,anak kecil saja taumasak presiden kelas prabowo ngenyam didik tinggi tidak tau tentang itupresiden bodoh
anak sd aja paham soal gini masa sekelas presiden ga paham gak mungkin laah ga mumgkin,anak sd saja paham soal begini masa kelas presiden tidak paham tidak mungkin laah tidak mumgkin
lebih pinteran bocah malu g tu yg bilang dolar g ngaruh ke orang desa,lebih pinteran bocah malu tidak bilang dolar tidak ngaruh desa
pemerintah konoha ko makin kesini makin dongo saja yah,perintah konoha kok makin kesini makin dongo saja
ini konoha de ga boleh pinter ngomong benernanti dibilang anak abahpinterinnya joget aja,konoha tidak boleh pintar omong benernanti bilang anak abahpinterinnya joget saja
semoga sekalian aja tembus ribukira kira presiden mau bilang apalagi betul pak kami di desa tidak butu dolar tapi rupiah itu mana pakwkwkwkwkwk,moga sekali saja tembus ribukira kira presiden mau bilang apalagi betul bapak desa tidak butu dolar rupiah mana pakwkwkwkwkwk
artinya cukup anak sd yg kasih paham ngapain segala pakar harus sampe turun tangan,arti cukup anak sd kasih paham kapai segala pakar harus sampai turun tangan
ampuunn diajarin sama anak sd,ampun ajar sama anak sd
kelas pemikirannya,kelas pikir
siapa pun presiden nya sekarang situasi nya ya kaya gini krena srkarang krisis global mari kita sama seluruh rakyat indo berdoa moga negeri kita tetap aman n damai,presiden sekarang situasi kayak begini srkarang krisis global mari sama seluruh rakyat indonesia doa moga negeri tetap aman damai
pinter nak,pintar nak
pasti anak ini ga makan dari mbgmakanya pinter ngomong wowo sok pinterkalah ama anak,pasti anak tidak makan mbgmakanya pintar omong prabowo sok pinterkalah sama anak
kok lu pinter si tong,kok pintar tong
pendukung si wowo sebenarnya org bodoh semua abah tidak salah kasih nilai dr,dukung prabowo benar bodoh abah tidak salah kasih nilai
pembodohan nasional,bodoh nasional
wah kalau gw jadi presiden udh mengundurkan diri masa anak sd aja lebih paham dari pada pemimpin negerinya,presiden undur diri masa anak sd saja lebih paham pimpin negeri
saat nya presiden ini perlu mundur atau kembali ke yordania,saat presiden perlu mundur kembali yordania
kalian itu sumpah terlalu baperan setengah mati pak prabowo ngmg itu maksudnya sehariharinya kita hidup bertransaksi kan ga pakai dolar benar kita beli barsng yg notabene impor atau ada kandungan impornya benar barang tsb ikut naik sedikit kalau dolar naik tp kan barang tsb dijual dgn harga rupiah dan kita bayarnya tetap pakai rupiah gitu lho maksudnya pak prabowo ngmg itu bukan brarti dolar tdk mempengaruhi jelas dolar sedikit banyak pasti mempengaruhi semua harga barang lah tp kalau kita hidup sederhana dampak tsb ga begitu signifikan kecuali kalau kita doyan beli barang impor yg mahal gitu lho maksudnya dasar wakanda baperannnn,kalian sumpah terlalu baperan tengah mati bapak prabowo omong maksud sehariharinya hidup transaksi tidak pakai dolar benar beli barsng notabene impor kandung impor benar barang naik sedikit dolar naik barang jual harga rupiah bayar tetap pakai rupiah lho maksud bapak prabowo omong bukan arti dolar tidak pengaruh jelas dolar sedikit pasti pengaruh harga barang hidup sederhana dampak tidak signifikan kecuali doyan beli barang impor mahal lho maksud dasar wakanda baperannnn
bocah tau apa,bocah tau
kita salah memahami bahas pak prabowo pak prabowo sudah bner sampai saat ini smua biaya makan orng desa blm ada yng naik dn dmpak belm ada sllu subsidi tetap selagi kekuatan ekonomi pertumbuhan kita laris dn kuat,salah paham bahas bapak prabowo bapak prabowo benar sampai saat biaya makan desa belum naik dmpak belm selalu subsidi tetap selagi kuat ekonomi tumbuh laris kuat
bensin di subsidi,bensin subsidi
ya ela sekolah yg rajin kali dek,ela sekolah rajin kali dek
selama belum ada hukuman tembak mati bagi koruptor uang rakyat siap aj indonesia bubar,lama belum hukum tembak mati bagi koruptor uang rakyat siap saja indonesia bubar
ternyata jika dibanding presidennya anak sekecil ini jauh lebih cerdas dlm gunakan logikanya malu sendiri kita jd rakyatnya,nyata banding presiden anak kecil jauh lebih cerdas dalam guna logika malu sendiri rakyat
seorang cucu lagi memberi tahu kakeknya yg pikun,orang cucu beri tahu kakek pikun
bukan begithu maksud pak presiden prabowo bahwa negara masih mampu memberikan subsidi untuk menstabilkan harga pangan disemua wilayah indonesia sehingga dampak akibat dolar tidak signifikan ke golongan org didesa pak presiden itu selalu memikirkan rakyat kecil amiin dikasih pencerahan ke anak ya,bukan begithu maksud bapak presiden prabowo bahwa negara masih mampu beri subsidi stabil harga pangan semua wilayah indonesia dampak dolar tidak signifikan golong desa bapak presiden selalu pikir rakyat kecil amin kasih cerah anak
pidato omon omon ya seperti itu,pidato omon omon
nyesel mlih prabowo,sesal mlih prabowo
anak sd saja paham sama pimpinan konoha tobatlah dan sadarlah,anak sd saja paham sama pimpin konoha tobat sadar
prabowo msh kalah dg anak sd,prabowo masih kalah anak sd
jika kalian melawan penguasa mengkritik dan mempunyai potensi bagaimana pinternya anda itu di anggap kecoa liar yg sedang berbicarakarna anda tidak mempunyai pertahan ke kuasa andan juga tidak selevel seperti kritik lagu iwan fales di anggap kecoa liar sedang bernyanyi kalo ga salah lagu nya bento oh oh ya oh bongkar tapi tidak ada revulusi tetap mengikuti arus permainan nya,kalian lawan kuasa kritik punya potensi bagaimana pinternya anda anggap kecoa liar berbicarakarna anda tidak punya tahan kuasa andan tidak level kritik lagu iwan fales anggap kecoa liar nyanyi tidak salah lagu bento bongkar tidak revulusi tetap ikut arus main
dek ati besok pulang nya soalnya bahaya rekam jejak nya omon omon,dek ati besok pulang soal bahaya rekam jejak omon omon
adeksudah de jangan diteruskansemakin membuka aib kebodohanku memilihnya,adeksudah jangan diteruskansemakin buka aib bodoh pilih
ga dengar si wowo giliran dikasih surat terima kasih anak sd karangan bazer ya baru dengar san dibaca,tidak dengar prabowo gilir kasih surat terima kasih anak sd karang bazer baru dengar san baca
hayo siapa yang pilih dia kemarin,hayo pilih kemarin
hahahaha gimana nih bocah sd lebih pintar dr presiden indonesia membuktikan betapa bodohnya presiden,hahahaha bagaimana bocah sd lebih pintar presiden indonesia bukti betapa bodoh presiden
ama yg lebih tua aja dia tambeng di bilangin apalagi ama bocil anak kecil berani berani nya nasehatin saya kencing aja belum lurus ya allah amanah kan pemimpin kami supaya negara kami makmur damai dan sejahtera,sama lebih tua saja tambeng bilang apalagi sama bocil anak kecil berani berani nasihat kencing saja belum lurus allah amanah pimpin negara makmur damai sejahtera
anak anak kok ya malah paham,anak anak kok malah paham
bener kamu dek,benar dek
smart skali emg gen alpha sih,smart sekali memang gen alpha
ternyta prabowo tdk lbih pintar dri ank kcil,ternyta prabowo tidak lebih pintar anak kecil
mayoritas rakyat indonesia sudah salah pilih presiden,mayoritas rakyat indonesia salah pilih presiden
malu dong pak gmna sih,malu bapak bagaimana
buzzernya susah balikin ini argumen mana yang bahas bocah sd,buzzernya susah balikin argumen mana bahas bocah sd
sering ke luar negri tp hasilnya besar,sering luar negeri hasil besar
nyebokinnya nyusahin bawahan,nyebokinnya susah bawah
sudah biarinpara pejabat memang menganggap orang orang dibawah pada bodoh bodoh muda dikibuli apalagi orang desa bagi mereka bodohnya minta ampun walaupun mereka ngomong kambing beranak gajah pun orang desa bakalan percaya karena terlalu sangat bodoh,biarinpara jabat memang anggap bawah bodoh bodoh muda kibul apalagi desa bagi bodoh minta ampun walaupun omong kambing anak gajah desa bakal percaya terlalu sangat bodoh
sekelas presiden dikritik anak sd dmn harga dirimu wowo wkkkkk,kelas presiden kritik anak sd mana harga diri prabowo wkkkkk
makan tuh nikmati yg kmrin pilih,makan tuh nikmat kemarin pilih
yg milih tuh nyesel ga sih,pilih tuh sesal tidak
udh le belajar aja biar pinter ngk ush ikut,boleh ajar saja biar pintar tidak
mana kelompok suaranya bersuara donk kasi paham tu bocah yg lebih pintar dari pleciden,mana kelompok suara suara kasih paham bocah lebih pintar pleciden
sekolah sd masih ingusan saja lu fokus sekolah saja dek biar pintar kalo dah pintar terus korupsi,sekolah sd masih ingus saja fokus sekolah saja dek biar pintar pintar terus korupsi
bener bikin malu anak anak saja lebih cerdas,benar malu anak anak saja lebih cerdas
lebih repot lagi kalo dia tahu kalau dollar jt riyal iranbrpasti akan otw ikutikutan,lebih repot tahu dollar juta riyal iranbrpasti otw ikutikutan
hhh di ketawain bocil,hhh tertawa bocil
orang ini lebih pantas jd ri drpada si wowo,lebih pantas indonesia daripada prabowo
mungkin yg salah artikan barisan sakit hati itu kalau mereka fikir pak prabowo gak ngerti klo trade global itu pake dolarbrsebenernya maksud pak prabowo itu meredakan kepanikan masyarakat itu poin yg gak bisa di tangkap oleh barisan sakit hati iqbrbrade nya lebih baik fokus belajar yah klo ada yg bayar adek untuk ngomong kaya gitu itu pasti org dewasa jahat yg sangat menjijikanbrkarena poin adek sebenernya kritik konstruktif tapi sedikit bias karena liat dari kacamata sebelahbryang perlu di pelajari adek nya indonesia negara eksportir bukan importir bener kita impor jd lebih mahal tapi indo negara eksportir artinya pelemahan mata uang lebih banyak menguntungkan indo karena lebih kompetitif sawitkelapakokoakopisalakpisang dan banyak lagi itu membantu indo semakin cuanbrcina dan vietnam pernah memakai trik devaluasi itu memakai quotbeggar thy neighbor policyquot sengaja melemahkan mata uang yuan dan dong vt untuk meningkatkan ekspor nya dan berhasil negara mereka melesat majubrgitu yah dek belajar lg dek yg rajin dan belajar untuk membuka sudut pandang dari sisi bahkan lebih agar pemikiran gak sempit yah dek dan jangan mau masih muda di bayar jadi buzzer george soros,mungkin salah arti baris sakit hati fikir bapak prabowo tidak erti trade global pakai dolarbrsebenernya maksud bapak prabowo reda panik masyarakat poin tidak tangkap baris sakit hati iqbrbrade lebih baik fokus ajar bayar adek omong kayak pasti dewasa jahat sangat menjijikanbrkarena poin adek benar kritik konstruktif sedikit bias lihat kacamata sebelahbryang perlu ajar adek indonesia negara eksportir bukan importir benar impor lebih mahal indonesia negara eksportir arti lemah mata uang lebih untung indonesia lebih kompetitif sawitkelapakokoakopisalakpisang bantu indonesia makin cuanbrcina vietnam pakai trik devaluasi pakai quotbeggar thy neighbor policyquot sengaja lemah mata uang yuan vt tingkat ekspor hasil negara lesat majubrgitu dek ajar dek rajin ajar buka sudut pandang sisi bahkan lebih pikir tidak sempit dek jangan mau masih muda bayar buzzer george soros
